Date,Source,Destination,Departure time ,Arrival time ,Duration,Stops,CAD $,Airports
2022/05/01,BOM,YYZ,7:20 p.m.,5:12 p.m.,31h 22m ,2,2239,Emirates
2022/05/01,BOM,YYZ,3:35 p.m.,5:12 p.m.,35h 07m ,2,2239,Emirates
2022/05/01,BOM,YYZ,10:10 a.m.,5:12 p.m.,40h 32m ,2,2239,Emirates
2022/05/01,BOM,YYC,4:25 a.m.,9:30 p.m.,28h 35m ,2,2253,"Qatar Airways, Air Canada"
2022/05/01,BOM,YYZ,2:10 a.m.,9:24 p.m.,28h 44m ,2,2267,Air France
2022/05/01,BOM,YYZ,7:45 p.m.,11:43 p.m.,37h 28m ,2,2276,United Airlines
2022/05/01,BOM,YYZ,4:25 a.m.,10:30 p.m.,27h 35m ,2,2292,Qatar Airways
2022/05/01,BOM,YYZ,2:10 a.m.,10:43 p.m.,30h 03m ,2,2301,Air France
2022/05/01,BOM,YYZ,2:10 a.m.,10:43 p.m.,30h 03m ,2,2302,Air France
2022/05/01,BOM,YYZ,1:10 p.m.,4:15 p.m.,36h 35m ,2,2318,British Airways
2022/05/01,BOM,YYZ,1:10 p.m.,6:34 p.m.,38h 54m ,2,2387,British Airways
2022/05/01,BOM,YYZ,10:20 p.m.,5:12 p.m.,28h 22m ,2,2405,Emirates
2022/05/01,BOM,YYZ,7:20 p.m.,5:12 p.m.,31h 22m ,2,2444,Emirates
2022/05/01,BOM,YYZ,3:35 p.m.,5:12 p.m.,35h 07m ,2,2444,Emirates
2022/05/01,BOM,YYZ,1:10 p.m.,4:15 p.m.,36h 35m ,2,2590,British Airways
2022/05/01,BOM,YYZ,8:55 p.m.,7:55 p.m.,32h 30m ,2,2593,British Airways
2022/05/01,BOM,YYZ,3:45 p.m.,7:55 p.m.,37h 40m ,2,2593,British Airways
2022/05/01,BOM,YYZ,7:45 p.m.,1:21 p.m.,27h 06m ,2,2602,United Airlines
2022/05/01,BOM,YYZ,7:45 p.m.,4:41 p.m.,30h 26m ,2,2602,United Airlines
2022/05/01,BOM,YYZ,7:45 p.m.,6:16 p.m.,32h 01m ,2,2602,United Airlines
2022/05/01,BOM,YYZ,7:45 p.m.,8:28 p.m.,34h 13m ,2,2602,United Airlines
2022/05/01,BOM,YYZ,7:45 p.m.,10:22 p.m.,36h 07m ,2,2602,United Airlines
2022/05/01,BOM,YYC,5:15 a.m.,9:30 p.m.,27h 45m ,2,2609,SWISS
2022/05/01,BOM,YYZ,9:30 p.m.,7:55 p.m.,31h 55m ,2,2616,"Vistara, British Airways"
2022/05/01,BOM,YYZ,7:10 p.m.,7:55 p.m.,34h 15m ,2,2616,"Vistara, British Airways"
2022/05/01,BOM,YYZ,1:10 p.m.,10:15 a.m.,30h 35m ,2,2660,British Airways
2022/05/01,BOM,YYZ,4:25 a.m.,5:00 p.m.,22h 05m ,2,2690,"Qatar Airways, Air Canada"
2022/05/01,BOM,YYZ,5:15 a.m.,6:55 p.m.,23h 10m ,2,2712,Air Canada
2022/05/01,BOM,YYZ,5:15 a.m.,7:25 p.m.,23h 40m ,2,2712,Air Canada
2022/05/01,BOM,YYZ,5:15 a.m.,9:32 p.m.,25h 47m ,2,2712,Air Canada
2022/05/01,BOM,YYZ,5:15 a.m.,10:52 p.m.,27h 07m ,2,2712,Air Canada
2022/05/01,BOM,YYZ,5:15 a.m.,11:52 p.m.,28h 07m ,2,2712,Air Canada
2022/05/01,BOM,YYZ,5:15 a.m.,6:37 a.m.,34h 52m ,2,2712,Air Canada
2022/05/01,BOM,YYZ,2:50 a.m.,11:45 a.m.,18h 25m ,1,2717,Air Canada
2022/05/01,BOM,YYZ,2:50 a.m.,4:20 p.m.,23h 00m ,1,2717,Air Canada
2022/05/01,BOM,YYZ,2:50 a.m.,3:22 p.m.,22h 02m ,2,2717,Air Canada
2022/05/01,BOM,YYZ,2:50 a.m.,5:25 p.m.,24h 05m ,2,2717,Air Canada
2022/05/01,BOM,YYZ,2:50 a.m.,7:25 p.m.,26h 05m ,1,2717,Air Canada
2022/05/01,BOM,YYZ,2:50 a.m.,6:25 p.m.,25h 05m ,2,2717,Air Canada
2022/05/01,BOM,YYZ,2:50 a.m.,6:55 p.m.,25h 35m ,2,2717,Air Canada
2022/05/01,BOM,YYZ,2:50 a.m.,7:25 p.m.,26h 05m ,2,2717,Air Canada
2022/05/01,BOM,YYC,2:50 a.m.,2:55 p.m.,23h 35m ,1,2763,Air Canada
2022/05/01,BOM,YYC,2:50 a.m.,4:42 p.m.,25h 22m ,2,2763,Air Canada
2022/05/01,BOM,YYZ,2:10 a.m.,4:15 p.m.,23h 35m ,1,2769,Air France
2022/05/01,BOM,YYZ,6:25 a.m.,10:52 p.m.,25h 57m ,2,2789,"Turkish Airlines, Air Canada"
2022/05/01,BOM,YYZ,6:25 a.m.,11:52 p.m.,26h 57m ,2,2795,"Turkish Airlines, Air Canada"
2022/05/01,BOM,YYZ,6:25 a.m.,8:22 a.m.,35h 27m ,2,2795,"Turkish Airlines, Air Canada"
2022/05/01,BOM,YYC,4:30 a.m.,8:55 p.m.,27h 55m ,2,2800,Emirates
2022/05/01,BOM,YYZ,9:30 p.m.,4:20 p.m.,28h 20m ,2,2873,"Vistara, Lufthansa"
2022/05/01,BOM,YYZ,7:10 p.m.,4:20 p.m.,30h 40m ,2,2873,"Vistara, Lufthansa"
2022/05/01,BOM,YYZ,5:30 p.m.,4:20 p.m.,32h 20m ,2,2873,"Vistara, Lufthansa"
2022/05/01,BOM,YYC,2:10 a.m.,3:22 p.m.,24h 42m ,2,2905,Air France
2022/05/01,BOM,YYC,2:10 a.m.,7:20 p.m.,28h 40m ,2,2905,Air France
2022/05/01,BOM,YYC,2:20 a.m.,8:20 p.m.,29h 30m ,2,2907,KLM
2022/05/01,BOM,YYC,2:20 a.m.,4:25 p.m.,25h 35m ,2,2914,KLM
2022/05/01,BOM,YYC,2:10 a.m.,1:25 p.m.,22h 45m ,2,2930,KLM
2022/05/01,BOM,YYZ,4:25 a.m.,11:18 p.m.,28h 23m ,2,2937,Qatar Airways
2022/05/01,BOM,YYZ,10:20 p.m.,9:30 a.m.,20h 40m ,1,3188,Emirates
2022/05/01,BOM,YYZ,7:20 p.m.,9:30 a.m.,23h 40m ,1,3192,Emirates
2022/05/01,BOM,YYZ,3:35 p.m.,9:30 a.m.,27h 25m ,1,3192,Emirates
2022/05/01,BOM,YYZ,10:10 a.m.,9:30 a.m.,32h 50m ,1,3225,Emirates
2022/05/01,BOM,YYZ,4:25 a.m.,6:55 p.m.,24h 00m ,2,3543,"Qatar Airways, Air Canada"
2022/05/01,BOM,YYZ,4:35 a.m.,2:55 p.m.,19h 50m ,1,3562,Etihad Airways
2022/05/01,BOM,YYZ,7:00 p.m.,8:45 a.m.,23h 15m ,1,3573,Air India
2022/05/01,BOM,YYZ,6:00 p.m.,8:45 a.m.,24h 15m ,1,3581,Air India
2022/05/01,BOM,YYZ,4:00 p.m.,8:45 a.m.,26h 15m ,1,3581,Air India
2022/05/01,BOM,YYZ,3:25 p.m.,8:45 a.m.,26h 50m ,2,3581,Air India
2022/05/01,BOM,YYZ,1:00 p.m.,8:45 a.m.,29h 15m ,1,3581,Air India
2022/05/01,BOM,YYZ,2:20 a.m.,5:31 p.m.,24h 41m ,2,3636,KLM
2022/05/01,BOM,YYZ,4:25 p.m.,5:00 a.m.,22h 05m ,1,3661,"Vistara, Air Canada"
2022/05/01,BOM,YYZ,8:55 p.m.,3:55 p.m.,28h 30m ,2,3663,British Airways
2022/05/01,DEL,YYZ,7:30 p.m.,6:34 p.m.,32h 34m ,2,1069,"Japan Airlines, American Airlines"
2022/05/01,DEL,YYZ,4:35 p.m.,6:55 p.m.,35h 50m ,3,1189,"IndiGo, Lufthansa"
2022/05/01,DEL,YYZ,2:30 p.m.,1:55 p.m.,32h 55m ,2,1243,"Vistara, TAP AIR PORTUGAL"
2022/05/01,DEL,YYZ,5:35 p.m.,4:30 p.m.,32h 25m ,3,1248,"IndiGo, Air Canada"
2022/05/01,DEL,YYZ,3:20 p.m.,4:30 p.m.,34h 40m ,3,1248,"IndiGo, Air Canada"
2022/05/01,DEL,YYZ,4:35 p.m.,4:20 p.m.,33h 15m ,2,1318,"IndiGo, Lufthansa"
2022/05/01,DEL,YYC,10:20 a.m.,12:02 a.m.,49h 12m ,2,1404,Qatar Airways
2022/05/01,DEL,YYZ,9:50 p.m.,3:40 p.m.,27h 20m ,2,1548,"Emirates, Air Transat"
2022/05/01,DEL,YYC,3:25 a.m.,12:02 a.m.,32h 07m ,2,1838,"Qatar Airways, Alaska Airlines"
2022/05/01,DEL,YYZ,4:15 p.m.,5:12 p.m.,34h 27m ,2,2135,Emirates
2022/05/01,DEL,YYZ,9:50 p.m.,5:12 p.m.,28h 52m ,2,2301,Emirates
2022/05/01,DEL,YYZ,4:15 p.m.,5:12 p.m.,34h 27m ,2,2301,Emirates
2022/05/01,DEL,YYZ,11:00 a.m.,5:12 p.m.,39h 42m ,2,2301,Emirates
2022/05/01,DEL,YYC,4:15 a.m.,12:02 a.m.,31h 17m ,2,2327,"Emirates, Alaska Airlines"
2022/05/01,DEL,YYC,6:20 a.m.,12:58 p.m.,42h 08m ,2,2363,"Turkish Airlines, Air Canada"
2022/05/01,DEL,YYZ,9:50 p.m.,5:12 p.m.,28h 52m ,2,2481,Emirates
2022/05/01,DEL,YYZ,8:40 p.m.,7:55 p.m.,32h 45m ,2,2553,"Vistara, British Airways"
2022/05/01,DEL,YYZ,3:25 a.m.,10:30 p.m.,28h 35m ,2,2669,Qatar Airways
2022/05/01,DEL,YYC,12:55 a.m.,10:23 p.m.,32h 58m ,2,2722,Air Canada
2022/05/01,DEL,YYC,12:55 a.m.,11:38 p.m.,34h 13m ,2,2722,Air Canada
2022/05/01,DEL,YYC,12:55 a.m.,8:14 p.m.,30h 49m ,2,2729,Air Canada
2022/05/01,DEL,YYZ,12:35 a.m.,9:24 p.m.,30h 19m ,2,2738,Air France
2022/05/01,DEL,YYZ,3:25 a.m.,5:00 p.m.,23h 05m ,2,2848,"Qatar Airways, Air Canada"
2022/05/01,DEL,YYZ,12:55 a.m.,2:35 p.m.,23h 10m ,1,2868,Air Canada
2022/05/01,DEL,YYZ,12:55 a.m.,6:30 p.m.,27h 05m ,1,2868,Air Canada
2022/05/01,DEL,YYZ,12:55 a.m.,11:45 a.m.,20h 20m ,2,2880,Air Canada
2022/05/01,DEL,YYZ,12:55 a.m.,4:20 p.m.,24h 55m ,2,2880,Air Canada
2022/05/01,DEL,YYC,12:35 a.m.,1:25 p.m.,24h 20m ,2,2916,KLM
2022/05/01,DEL,YYC,12:35 a.m.,1:25 p.m.,24h 20m ,2,2916,Air France
2022/05/01,DEL,YYZ,8:40 p.m.,4:20 p.m.,29h 10m ,2,2939,"Vistara, Lufthansa"
2022/05/01,DEL,YYZ,7:50 p.m.,4:20 p.m.,30h 00m ,2,2939,"Vistara, Lufthansa"
2022/05/01,DEL,YYZ,5:35 p.m.,4:20 p.m.,32h 15m ,2,2939,"Vistara, Lufthansa"
2022/05/01,DEL,YYZ,4:05 p.m.,4:20 p.m.,33h 45m ,2,2939,"Vistara, Lufthansa"
2022/05/01,DEL,YYZ,3:25 a.m.,7:38 p.m.,25h 43m ,2,2976,"Qatar Airways, Air Canada"
2022/05/01,DEL,YYZ,3:25 a.m.,11:18 p.m.,29h 23m ,2,3012,Qatar Airways
2022/05/01,DEL,YYZ,9:50 p.m.,9:30 a.m.,21h 10m ,1,3032,Emirates
2022/05/01,DEL,YYZ,4:15 p.m.,9:30 a.m.,26h 45m ,1,3037,Emirates
2022/05/01,DEL,YYZ,11:00 a.m.,9:30 a.m.,32h 00m ,1,3037,Emirates
2022/05/01,DEL,YYZ,9:50 p.m.,9:30 a.m.,21h 10m ,1,3068,Emirates
2022/05/01,DEL,YYC,3:25 a.m.,9:30 p.m.,29h 35m ,2,3086,"Qatar Airways, Air Canada"
2022/05/01,DEL,YYZ,3:25 a.m.,7:05 p.m.,25h 10m ,2,3121,"Qatar Airways, WestJet"
2022/05/01,DEL,YYZ,12:35 a.m.,4:15 p.m.,25h 10m ,1,3384,Air France
2022/05/01,DEL,YYZ,3:55 a.m.,12:45 p.m.,18h 20m ,1,3594,KLM
2022/05/01,DEL,YYZ,12:35 a.m.,12:45 p.m.,21h 40m ,2,3618,KLM
2022/05/01,DEL,YYC,3:55 a.m.,1:25 p.m.,21h 00m ,1,3801,KLM
2022/05/01,DEL,YYZ,3:00 a.m.,8:45 a.m.,15h 15m ,direct,3964,Air India
2022/05/01,DEL,YYZ,4:45 a.m.,2:55 p.m.,19h 40m ,1,4151,Etihad Airways
2022/05/01,BOM,YVR,5:35 p.m.,10:50 a.m.,29h 45m ,3,862,"IndiGo, ANA"
2022/05/01,BOM,YVR,12:55 p.m.,10:50 a.m.,34h 25m ,3,912,"IndiGo, ANA"
2022/05/01,BOM,YVR,4:25 a.m.,9:00 p.m.,53h 05m ,2,1207,Qatar Airways
2022/05/01,BOM,YQB,8:45 a.m.,6:30 p.m.,43h 15m ,3,1290,"Vistara, Air Transat"
2022/05/01,BOM,YQB,6:30 a.m.,6:30 p.m.,45h 30m ,3,1305,"Vistara, Air Transat"
2022/05/01,BOM,YVR,7:35 p.m.,4:45 p.m.,33h 40m ,3,1390,"IndiGo, Lufthansa"
2022/05/01,BOM,YQB,4:25 a.m.,8:52 p.m.,49h 57m ,2,1409,Qatar Airways
2022/05/01,BOM,YVR,4:25 a.m.,11:55 p.m.,32h 00m ,2,1415,"Qatar Airways, Alaska Airlines"
2022/05/01,BOM,YQB,10:20 p.m.,6:30 p.m.,29h 40m ,3,1453,"Emirates, Air Transat"
2022/05/01,BOM,YQB,10:45 p.m.,8:52 p.m.,31h 37m ,3,1465,"Vistara, Qatar Airways"
2022/05/01,BOM,YQB,8:55 p.m.,8:52 p.m.,33h 27m ,3,1465,"Vistara, Qatar Airways"
2022/05/01,BOM,YQB,9:55 p.m.,8:52 p.m.,32h 27m ,3,1465,"Vistara, Qatar Airways"
2022/05/01,BOM,YQB,7:45 p.m.,8:52 p.m.,34h 37m ,3,1474,"Vistara, Qatar Airways"
2022/05/01,BOM,YQB,9:45 p.m.,6:30 p.m.,30h 15m ,3,1564,"Gulf Air, Air Transat"
2022/05/01,BOM,YHZ,10:30 a.m.,12:55 p.m.,34h 55m ,3,1575,"Oman Air, Lufthansa"
2022/05/01,BOM,YHZ,7:35 p.m.,12:55 p.m.,25h 50m ,3,1638,"IndiGo, Lufthansa"
2022/05/01,BOM,YHZ,3:20 p.m.,12:55 p.m.,30h 05m ,3,1638,"IndiGo, Lufthansa"
2022/05/01,BOM,YHZ,4:25 p.m.,12:55 p.m.,29h 00m ,3,1645,"Vistara, Lufthansa"
2022/05/01,BOM,YVR,6:25 a.m.,9:54 a.m.,39h 59m ,2,1645,Turkish Airlines
2022/05/01,BOM,YVR,10:20 p.m.,6:33 p.m.,32h 43m ,2,1666,"Emirates, Alaska Airlines"
2022/05/01,BOM,YVR,5:10 a.m.,11:55 p.m.,31h 15m ,2,1819,"Emirates, Alaska Airlines"
2022/05/01,BOM,YVR,4:30 a.m.,11:55 p.m.,31h 55m ,2,1819,"Emirates, Alaska Airlines"
2022/05/01,BOM,YVR,4:25 a.m.,4:43 p.m.,24h 48m ,2,1919,"Qatar Airways, Alaska Airlines"
2022/05/01,BOM,YVR,4:25 a.m.,6:33 p.m.,26h 38m ,2,1919,"Qatar Airways, Alaska Airlines"
2022/05/01,BOM,YVR,4:25 a.m.,8:25 p.m.,28h 30m ,2,1919,"Qatar Airways, Alaska Airlines"
2022/05/01,BOM,YQB,5:15 a.m.,9:54 p.m.,26h 09m ,2,2238,SWISS
2022/05/01,BOM,YQB,2:10 a.m.,10:15 p.m.,29h 35m ,2,2267,Air France
2022/05/01,BOM,YHZ,5:15 a.m.,9:00 p.m.,24h 15m ,2,2280,SWISS
2022/05/01,BOM,YVR,4:25 a.m.,9:00 p.m.,29h 05m ,2,2298,Qatar Airways
2022/05/01,BOM,YQB,4:25 a.m.,8:52 p.m.,25h 57m ,2,2507,"Qatar Airways, American Airlines"
2022/05/01,BOM,YQB,4:25 a.m.,8:52 p.m.,25h 57m ,2,2522,Qatar Airways
2022/05/01,BOM,YQB,5:15 a.m.,5:32 p.m.,21h 47m ,2,2591,"SWISS, Air Canada"
2022/05/01,BOM,YQB,5:15 a.m.,9:54 p.m.,26h 09m ,2,2591,"SWISS, Air Canada"
2022/05/01,BOM,YQB,5:15 a.m.,9:09 a.m.,37h 24m ,2,2591,"SWISS, Air Canada"
2022/05/01,BOM,YVR,5:15 a.m.,8:44 p.m.,27h 59m ,2,2609,SWISS
2022/05/01,BOM,YVR,6:25 a.m.,10:53 p.m.,28h 58m ,2,2633,Turkish Airlines
2022/05/01,BOM,YVR,5:15 a.m.,10:07 p.m.,29h 22m ,2,2643,SWISS
2022/05/01,BOM,YVR,8:55 p.m.,6:50 p.m.,34h 25m ,2,2645,British Airways
2022/05/01,BOM,YVR,3:45 p.m.,6:50 p.m.,39h 35m ,2,2645,British Airways
2022/05/01,BOM,YVR,7:45 p.m.,8:27 p.m.,37h 12m ,2,2648,United Airlines
2022/05/01,BOM,YVR,9:30 p.m.,6:50 p.m.,33h 50m ,2,2668,"Vistara, British Airways"
2022/05/01,BOM,YVR,7:10 p.m.,6:50 p.m.,36h 10m ,2,2668,"Vistara, British Airways"
2022/05/01,BOM,YQB,5:15 a.m.,5:32 p.m.,21h 47m ,2,2712,Air Canada
2022/05/01,BOM,YQB,5:15 a.m.,9:54 p.m.,26h 09m ,2,2712,Air Canada
2022/05/01,BOM,YQB,5:15 a.m.,9:09 a.m.,37h 24m ,2,2712,Air Canada
2022/05/01,BOM,YQB,2:50 a.m.,5:32 p.m.,24h 12m ,2,2717,Air Canada
2022/05/01,BOM,YVR,2:50 a.m.,2:15 p.m.,23h 55m ,1,2731,Lufthansa
2022/05/01,BOM,YVR,2:50 a.m.,4:13 p.m.,25h 53m ,2,2738,Lufthansa
2022/05/01,BOM,YHZ,5:15 a.m.,9:00 p.m.,24h 15m ,2,2754,Air Canada
2022/05/01,BOM,YHZ,5:15 a.m.,9:00 p.m.,24h 15m ,2,2754,"SWISS, Air Canada"
2022/05/01,BOM,YHZ,5:15 a.m.,11:22 p.m.,26h 37m ,2,2754,Air Canada
2022/05/01,BOM,YHZ,5:15 a.m.,11:22 p.m.,26h 37m ,2,2754,"SWISS, Air Canada"
2022/05/01,BOM,YHZ,5:15 a.m.,10:27 a.m.,37h 42m ,2,2754,Air Canada
2022/05/01,BOM,YHZ,5:15 a.m.,10:27 a.m.,37h 42m ,2,2754,"SWISS, Air Canada"
2022/05/01,BOM,YVR,5:15 a.m.,8:44 p.m.,27h 59m ,2,2758,"SWISS, Air Canada"
2022/05/01,BOM,YVR,5:15 a.m.,8:44 p.m.,27h 59m ,2,2758,Air Canada
2022/05/01,BOM,YVR,2:50 a.m.,2:15 p.m.,23h 55m ,1,2763,Air Canada
2022/05/01,BOM,YVR,2:50 a.m.,4:45 p.m.,26h 25m ,2,2774,Lufthansa
2022/05/01,BOM,YQB,2:20 a.m.,11:34 p.m.,30h 44m ,2,2777,KLM
2022/05/01,BOM,YHZ,2:20 a.m.,6:15 p.m.,24h 25m ,2,2804,KLM
2022/05/01,BOM,YVR,2:10 a.m.,11:25 a.m.,21h 45m ,1,2892,Air France
2022/05/01,BOM,YVR,2:20 a.m.,3:50 p.m.,26h 00m ,1,2893,KLM
2022/05/01,BOM,YVR,2:20 a.m.,3:57 p.m.,26h 07m ,2,2893,KLM
2022/05/01,BOM,YVR,2:20 a.m.,5:55 p.m.,28h 05m ,2,2893,KLM
2022/05/01,BOM,YVR,2:10 a.m.,3:50 p.m.,26h 10m ,2,2917,Air France
2022/05/01,BOM,YVR,2:10 a.m.,3:50 p.m.,26h 10m ,2,2917,KLM
2022/05/01,BOM,YVR,2:10 a.m.,8:04 p.m.,30h 24m ,2,3401,Air France
2022/05/01,BOM,YHZ,2:10 a.m.,9:19 p.m.,27h 39m ,2,3449,Air France
2022/05/01,BOM,YHZ,2:10 a.m.,11:33 p.m.,29h 53m ,2,3449,Air France
2022/05/01,BOM,YQB,4:25 a.m.,5:32 p.m.,22h 37m ,2,3713,"Qatar Airways, Air Canada"
2022/05/01,BOM,YQB,4:25 a.m.,9:54 p.m.,26h 59m ,2,3713,"Qatar Airways, Air Canada"
2022/05/01,BOM,YHZ,4:25 p.m.,10:51 a.m.,26h 56m ,2,3727,"Vistara, Air Canada"
2022/05/01,BOM,YHZ,4:25 a.m.,11:22 p.m.,27h 27m ,2,3801,"Qatar Airways, Air Canada"
2022/05/01,DEL,YVR,5:35 p.m.,10:50 a.m.,29h 45m ,3,849,"IndiGo, ANA"
2022/05/01,DEL,YVR,3:20 p.m.,10:50 a.m.,32h 00m ,3,849,"IndiGo, ANA"
2022/05/01,DEL,YVR,12:25 p.m.,10:50 a.m.,34h 55m ,3,849,"IndiGo, ANA"
2022/05/01,DEL,YQB,10:20 a.m.,8:52 p.m.,44h 02m ,2,1064,Qatar Airways
2022/05/01,DEL,YQB,10:20 a.m.,8:52 p.m.,44h 02m ,2,1107,Qatar Airways
2022/05/01,DEL,YVR,10:20 a.m.,6:33 p.m.,44h 43m ,2,1327,"Qatar Airways, Alaska Airlines"
2022/05/01,DEL,YVR,10:20 a.m.,8:25 p.m.,46h 35m ,2,1327,"Qatar Airways, Alaska Airlines"
2022/05/01,DEL,YQB,4:15 p.m.,6:30 p.m.,35h 45m ,3,1494,"Emirates, Air Transat"
2022/05/01,DEL,YVR,4:35 p.m.,2:15 p.m.,34h 10m ,3,1511,"IndiGo, SWISS"
2022/05/01,DEL,YQB,9:50 p.m.,6:30 p.m.,30h 10m ,3,1562,"Emirates, Air Transat"
2022/05/01,DEL,YQB,10:20 a.m.,8:52 p.m.,44h 02m ,2,1598,Qatar Airways
2022/05/01,DEL,YQB,3:25 a.m.,8:52 p.m.,50h 57m ,2,1598,Qatar Airways
2022/05/01,DEL,YHZ,4:35 p.m.,12:55 p.m.,28h 50m ,3,1622,"IndiGo, Lufthansa"
2022/05/01,DEL,YQB,6:20 a.m.,2:04 p.m.,41h 14m ,2,1677,"Turkish Airlines, Air Canada"
2022/05/01,DEL,YVR,3:25 a.m.,4:43 p.m.,25h 48m ,2,1725,"Qatar Airways, Alaska Airlines"
2022/05/01,DEL,YVR,3:25 a.m.,6:33 p.m.,27h 38m ,2,1725,"Qatar Airways, Alaska Airlines"
2022/05/01,DEL,YVR,3:25 a.m.,8:25 p.m.,29h 30m ,2,1725,"Qatar Airways, Alaska Airlines"
2022/05/01,DEL,YQB,6:20 a.m.,5:32 p.m.,44h 42m ,2,2097,"Turkish Airlines, Air Canada"
2022/05/01,DEL,YQB,6:20 a.m.,9:13 a.m.,36h 23m ,2,2104,"Turkish Airlines, Air Canada"
2022/05/01,DEL,YQB,6:20 a.m.,2:13 p.m.,41h 23m ,2,2104,"Turkish Airlines, Air Canada"
2022/05/01,DEL,YQB,6:20 a.m.,5:08 p.m.,44h 18m ,2,2104,"Turkish Airlines, Air Canada"
2022/05/01,DEL,YQB,6:20 a.m.,7:18 p.m.,46h 28m ,2,2104,"Turkish Airlines, Air Canada"
2022/05/01,DEL,YQB,11:30 p.m.,8:52 p.m.,30h 52m ,2,2186,American Airlines
2022/05/01,DEL,YVR,8:40 p.m.,6:50 p.m.,34h 40m ,2,2627,"Vistara, British Airways"
2022/05/01,DEL,YVR,8:35 p.m.,6:50 p.m.,34h 45m ,2,2627,"Vistara, British Airways"
2022/05/01,DEL,YVR,7:50 p.m.,6:50 p.m.,35h 30m ,2,2627,"Vistara, British Airways"
2022/05/01,DEL,YQB,12:55 a.m.,7:18 p.m.,27h 53m ,2,2666,Air Canada
2022/05/01,DEL,YQB,12:55 a.m.,10:38 p.m.,31h 13m ,2,2666,Air Canada
2022/05/01,DEL,YQB,12:55 a.m.,9:13 a.m.,41h 48m ,2,2666,Air Canada
2022/05/01,DEL,YHZ,12:55 a.m.,8:11 p.m.,27h 46m ,2,2709,Air Canada
2022/05/01,DEL,YHZ,12:55 a.m.,9:56 p.m.,29h 31m ,2,2709,Air Canada
2022/05/01,DEL,YHZ,12:55 a.m.,11:56 p.m.,31h 31m ,2,2709,Air Canada
2022/05/01,DEL,YQB,3:25 a.m.,8:52 p.m.,26h 57m ,2,2717,"Qatar Airways, American Airlines"
2022/05/01,DEL,YQB,3:25 a.m.,8:52 p.m.,26h 57m ,2,2731,Qatar Airways
2022/05/01,DEL,YQB,12:55 a.m.,9:54 p.m.,30h 29m ,3,2777,Lufthansa
2022/05/01,DEL,YVR,12:55 a.m.,4:45 p.m.,28h 20m ,1,2864,Air Canada
2022/05/01,DEL,YVR,12:35 a.m.,11:25 a.m.,23h 20m ,1,2868,Air France
2022/05/01,DEL,YVR,12:55 a.m.,7:46 p.m.,31h 21m ,2,2871,Air Canada
2022/05/01,DEL,YVR,12:55 a.m.,10:53 p.m.,34h 28m ,2,2871,Air Canada
2022/05/01,DEL,YVR,12:35 a.m.,3:50 p.m.,27h 45m ,2,2893,KLM
2022/05/01,DEL,YVR,12:35 a.m.,3:50 p.m.,27h 45m ,2,2893,Air France
2022/05/01,DEL,YVR,12:55 a.m.,4:45 p.m.,28h 20m ,1,2901,Lufthansa
